name,author,narrator,time,releasedate,language,stars,price,ratings
"The Spindle, the Shuttle, and the Needle",TheBrothersGrimm,PhilChenevert,7,2021-09-23,English,0,93,0
Die Märchen der Gebrüder Grimm 4,BrüderGrimm,"JanPrimke,PaulinePrimke",58,2021-03-09,german,0,166,0
Les aventures de pinocchio [The Adventures of Pinocchio],CarloCollodi,MatthieuFarcy,283,2021-08-26,french,0,467,0
Le rossignol de l'empereur,HansChristianAndersen,IsabelleWlodarczyk,37,2021-08-30,french,0,187,0
ピーターラビットのおはなし-THE TALE OF PETER RABBIT-,ビアトリクス・ポター,那海,98,2021-08-31,japanese,0,418,0
The Witch's Cookbook,VeeJames,HannibalHills,432,2021-08-14,English,0,351,0
The Great Bear,DavidA.Robertson,BrefnyCaribou-Curtin,434,2021-09-28,English,0,904,0
Barbie. Agents secrets,AurélieDupont,KatiaFilipovic,15,2021-11-08,french,0,263,0
"[91巻] One Hit, Seven Kills（ひとうちななひき・英語版）",YellowBirdProject,Itaro,19,2021-12-08,japanese,0,139,0
"[96巻] The Birds, the Beasts and the Bats（鳥とけものとコウモリ・英語版）",YellowBirdProject,Itaro,10,2021-12-08,japanese,0,139,0
[97巻] A Christmas Carol（クリスマスキャロル・英語版）,YellowBirdProject,KayShibatani,33,2021-12-08,japanese,0,139,0
[100巻] Peter Pan（ピーターパン・英語版）,YellowBirdProject,KayShibatani,46,2021-12-08,japanese,0,139,0
[92巻] The Magical Listening Hood（ききみみずきん・英語版）,YellowBirdProject,Itaro,12,2021-12-08,japanese,0,139,0
"[94巻] Gon, the Fox（ごんぎつね・英語版）",YellowBirdProject,KayShibatani,21,2021-12-08,japanese,0,139,0
[95巻] Pinocchio（ピノキオ・英語版）,YellowBirdProject,KayShibatani,40,2021-12-08,japanese,0,139,0
[93巻] The Snow Maiden Natasha（雪娘ナターシャ・英語版）,YellowBirdProject,KayShibatani,20,2021-12-08,japanese,0,139,0
[99巻] Kintaro（金太郎・英語版）,YellowBirdProject,KayShibatani,16,2021-12-08,japanese,0,139,0
[98巻] The Miser（けちんぼう・英語版）,YellowBirdProject,Itaro,7,2021-12-08,japanese,0,139,0
Moara cu noroc [Lucky Mill],IoanSlavici,AlinaAnea,232,2021-02-08,romanian,0,84,0
お話、きかせて！聴く絵本 彦一とんちばなし ベスト100,でじじ,でじじ,620,2021-04-08,japanese,0,976,0
児童文学名作選,"太田治子,石原広子,佐藤修","石原広子,飯田明子,石橋みや子,",448,2021-05-08,japanese,0,3348,0
The Children's Moon,CarmenAgraDeedy,CarmenAgraDeedy,20,2021-10-19,English,0,586,0
Сказки,ЭдуардЛабулэ,"ЕленаСоловьева,ВсеволодКузнецов",150,2021-01-15,russian,0,99,0
A Fairytale,DinaGregory,HolliDempsey,7,2020-05-22,English,0,113,0
Gingerella,DinaGregory,AmyEnticknap,6,2020-05-22,English,0,113,0
La panadería de la calle de los domingos,"AlexisGalmot,TillCharlier",ÁlvaroEsteve,51,2021-08-16,spanish,0,115,0
"Le Loup, le Cochon, la Cane et l'Oie",SaraConeBryant,OlivierLecerf,2,2021-03-09,french,0,74,0
Le Petit Sapin,SaraConeBryant,OlivierLecerf,4,2021-03-09,french,0,74,0
Trzej bracia [The Three Brothers],"WilhelmLudwigGrimm,JacobKarlGrimm",MałgorzataMatuszewska,15,2021-08-27,polish,0,154,0
Schneewittchen / Dornröschen / Der Froschkönig,BrüderGrimm,MagdalenaPircher,60,2021-08-08,german,0,166,0
Barbebleue,CharlesPerrault,IsabelleWlodarczyk,18,2021-10-08,french,0,225,0
Les Sorcières de la rue des Tempêtes,MarlèneJobert,"MarlèneJobert,EvaGreen",15,2020-12-22,french,0,263,0
Happily Ever Afterwards,ShaunMicallef,EmilyTaheny,199,2021-09-29,English,0,531,0
The Red Gloves,CatherineFisher,BethanRoseYoung,191,2021-09-16,English,0,664,0
"Fierce, Fearless and Free",LariDon,KatyCarmichael,129,2020-06-17,English,0,573,0
The Curse of the Gingerbread Witch,AngelaWoolfe,BronwenPrice,323,2021-07-10,English,0,569,0
The Chime Seekers,RossMontgomery,ChrisDevon,487,2021-04-11,English,0,645,0
"Bedtime Stories for Kids, Book 1: A Collection of Meditation Stories to Help Children Fall Asleep Fast, Learn Mindfulness, and Thrive","MindfulnessHabitsTeam,MarisaImon",MarisaImon,184,2019-06-18,English,0,501,0
Lancelot,uncredited,JacekDragun,38,2022-03-15,polish,0,166,0
Ninja-rella,"JoeyComeau,OmarLozano",anonymous,9,2022-03-16,English,0,82,0
La Senda de las Hadas,RaimonSamsó,JavierGauna,51,2022-03-14,spanish,0,166,0
Top 10 Mythical Creatures,"LoriPolydoros,BarbaraFox,AndrewNicholsPhD",anonymous,7,2022-08-03,English,0,93,0
Bone-Chilling Ghost Stories,"SimonBronner,JenJones",anonymous,26,2022-08-03,English,0,93,0
Rosa,LeandroCabrera,CeciliaDuránJaurena,12,2022-04-03,spanish,0,233,0
Haunted Hotels Around the World,MeganCooleyPeterson,anonymous,25,2022-03-03,English,0,93,0
Stín,"HansChristianAndersen,JiřinaVrtišová-translator",VáclavKnop,38,2022-04-03,czech,0,99,0
Holger Dán,"HansChristianAndersen,JiřinaVrtišová",JiříKnot,15,2022-04-03,czech,0,65,0
Hansel and Gretel,TheBrothersGrimm,JasonSullivan,20,2022-03-03,English,0,140,0
Haunted Objects from Around the World,MeganCooleyPeterson,anonymous,26,2022-01-03,English,0,93,0
Přítel na cestách,"HansChristianAndersen,OldřichLiška",VáclavKnop,55,2022-01-03,czech,0,99,0
Les habits neufs de l'empereur,HansChristianAnderson,FranckAupeix,6,2022-02-03,french,0,151,0
La chasse aux petits pois,ValérieCros,FranckAupeix,7,2022-02-03,french,0,151,0
Císařovy nové šaty,"HansChristianAndersen,OldřichLiška",JiříKnot,13,2022-02-25,czech,0,65,0
キラキラかんどう おんなのこのめいさくだいすき,ささきあり,"田所未雪,けんぞう,福充,",133,2022-02-03,japanese,0,558,0
みらいへはばたく　おんなのこのでんきえほん,堀米薫,"田所未雪,けんぞう,斎藤美保,",188,2022-02-03,japanese,0,697,0
ウキウキたのしい おんなのこのめいさくだいすき,ささきあり,"田所未雪,けんぞう,斎藤美保,",148,2022-02-03,japanese,0,558,0
ワクワクゆめみる おんなのこのめいさくだいすき,ささきあり,"田所未雪,けんぞう,斎藤美保,",157,2022-02-03,japanese,0,558,0
ドキドキときめき おんなのこのめいさくだいすき,ささきあり,"田所未雪,けんぞう,斎藤美保,",120,2022-02-03,japanese,0,558,0
Haunted Houses Around the World,JoanAxelrod-Contrada,anonymous,32,2022-02-23,English,0,93,0
Rumpelstilskin & Other Stories,VickyParsons,VickyParsons,46,2022-02-22,English,0,152,0
De legende van Musoro,AminaLaffet,MaiteGoossens,210,2022-02-23,dutch,0,200,0
Stará svítilna,"HansChristianAndersen,JiřinaVrtišová-translator",VáclavKnop,20,2022-02-21,czech,0,65,0
Sedmikráska,"HansChristianAndersen,JiřinaVrtišová-translator",KateřinaPetrová,10,2022-02-21,czech,0,65,0
The 12 Labors of Hercules,"BlakeHoena,EstudioHaus",Anonymous,17,2022-02-21,English,0,82,0
Eerie Haunted Places,"MollyKolpin,SimonBronner",Anonymous,26,2022-02-21,English,0,93,0
Slavík,"HansChristianAndersen,JiřinaVrtišová-translator",VáclavKnop,30,2022-02-18,czech,0,99,0
Le feuilleton d'Hermès,MurielleSzac,MurielleSzac,534,2022-02-21,french,0,870,0
Цар Дроздобрад,"БратяГрим,АсенРазцветников-translator",НиколайНиколов,13,2022-02-17,bulgarian,0,65,0
"Раницата, шапчицата и рогчето","БратяГрим,АсенРазцветников-translator",НиколайНиколов,19,2022-02-17,bulgarian,0,99,0
Sněhová královna,"HansChristianAndersen,OldřichLiška",VáclavKnop,94,2022-02-17,czech,0,99,0
Je to naprosto jisté,"HansChristianAndersen,JiřinaVrtišová",KateřinaPetrová,6,2022-02-17,czech,0,65,0
Mikula a Mikulka,"HansChristianAndersen,OldřichLiška",VáclavKnop,31,2022-02-17,czech,0,99,0
Přezůvky Štěstěny,"HansChristianAndersen,JanRak",JiříKnot,80,2022-02-17,czech,0,99,0
プリンセスシリーズ「白雪姫」,"グリム兄弟,菊池寛訳",沢実那子,36,2022-02-24,japanese,0,139,0
mikoが読む♪プリンセスシリーズ「雪の女王」,"ハンス・クリスティアン・アンデルセン,楠山正雄訳",miko,115,2022-02-24,japanese,0,139,0
10 histoires d'animaux !,"PascalBrissy,GhislaineBiondi,GauthierDavid,","AnneLehmann,Jean-PaulBibé,OlivierClément,",47,2022-02-16,french,0,681,0
Smrček,"HansChristianAndersen,JiřinaVrtišová-translator",JiříKnot,26,2022-02-17,czech,0,99,0
10 histoires en famille !,"CaroleBauvers,FabienneTeyssedre,KarineMarieAmiot,","BarbierCarole,L.Barbier,ChloéCardinaud,",43,2022-02-15,french,0,681,0
7 histoires d'aventures !,"KarineDupont-Belrhali,FlorenceLanglois,NatachaFabry,","A-S.Lefebvre,FranckAupeix,L.Barbier,",66,2022-02-15,french,0,756,0
Ein Jahr voller Märchen - Der Hörbuch-Kalender - 10. Woche des Jahres (Teil 10/52),div.,JürgenFritsche,62,2022-03-03,german,0,133,0
Ein Jahr voller Märchen - Der Hörbuch-Kalender - 9. Woche des Jahres (Teil 9/52),div.,JürgenFritsche,72,2022-02-25,german,0,133,0
Ein Jahr voller Märchen - Der Hörbuch-Kalender - 12. Woche des Jahres (Teil 12/52),div.,JürgenFritsche,68,2022-03-17,german,0,133,0
日本の昔話集　その4,YellowBirdProject,"田中嶋健司,握☆飯太郎,福田純,",58,2022-02-17,japanese,0,251,0
世界の文学作家集　その4,YellowBirdProject,"田中嶋健司,握☆飯太郎,福田純,",73,2022-02-17,japanese,0,279,0
日本の文学作家集　その2,YellowBirdProject,"田中嶋健司,握☆飯太郎,福田純,",71,2022-02-17,japanese,0,279,0
イソップ寓話集　その3,YellowBirdProject,"田中嶋健司,握☆飯太郎,福田純,",42,2022-02-17,japanese,0,251,0
日本の昔話集　その5,YellowBirdProject,"田中嶋健司,握☆飯太郎,福田純,",57,2022-02-17,japanese,0,251,0
Die Märchen der Gebrüder Grimm 5,BrüderGrimm,"JanPrimke,PaulinePrimke",69,2022-04-03,german,0,233,0
Cameron Battle and the Hidden Kingdoms,JamarJ.Perry,MarcAnthonySamuel,431,2022-03-03,English,0,493,0
The Ogress and the Orphans,KellyBarnhill,SuzanneTorren,787,2022-08-03,English,0,1328,0
Witchlings,ClaribelA.Ortega,CyrinaFiallo,464,2022-05-04,English,0,586,0
Bare Tree and Little Wind,MitaliPerkins,ChantéMcCormick,8,2022-02-22,English,0,251,0
Quests for Glory,SomanChainani,PollyLee,1107,2018-12-01,English,0,645,0
Alice in Wonderland,"LewisCarroll,EvaMason",RebeccaK.Reynolds,144,2020-01-14,English,0,305,0
Aladdin and Other Stories,AudibleStudios,"TamsinGreig,StephenMangan",45,2012-04-10,English,5,140,1
Sleeping Beauty,"JacobGrimm,WilhelmGrimm",CatherineLutz,12,2007-12-30,English,0,65,0
Nelson Mandela's Favorite African Folktales,NelsonMandela-editor,"SamuelL.Jackson,WhoopiGoldberg,MattDamon,",223,2009-01-07,English,3,500,1
The Three Billy Goats Gruff and Other Stories,HansChristianAndersen,AudioGOLtd,39,2012-04-10,English,5,140,1
The 100 greatest fairy tales by Hans Christian Andersen,HansChristianAndersen,JürgenFritsche,1333,2020-04-16,English,5,1005,1
The Little Prince,AntoinedeSaint-Exupéry,RichardGere,44,2020-12-06,English,0,505,0
[6巻] The Fox and the Grapes（すっぱいぶどう・英語版）: きいろいとり文庫　その6,YellowBirdProject,NarrationCenter,5,2018-10-05,English,0,139,0
The Little Red Hen,Scholastic#Inc.,KathleenMcInerney,6,2008-08-02,English,0,65,0
Bedtime Meditation Stories for Kids,ChildrenStoryGroup,ChildrenStoryGroup,58,2020-08-31,English,0,375,0
Cinderella and Other Stories,AudibleStudios,"StephenMangan,TamsinGreig",43,2012-04-10,English,0,258,0
Snow & Rose,EmilyWinfieldMartin,CassandraCampbell,269,2017-10-10,English,0,754,0
This Little Piggy,BBCAudiobooks,fullcast,41,2006-11-20,English,0,273,0
The Three Billy Goats Gruff,AudibleStudios,StephenMangan,8,2012-04-10,English,3,30,1
Once Upon a Time: Bedtime Stories for Children,"RudyardKipling,WilhelmGrimm,JacobGrimm","MattStewart,NickiWhite",82,2016-04-13,English,0,227,0
Aesop’s Fables,Aesop,WillStauff,211,2020-01-14,English,0,585,0
Mahabharata: How It All Began,"VedaVyasa,PremaJayakumar",unknown,32,2020-07-28,English,0,190,0
Disney - Pixar,DisneyBookGroup,DisneyBookGroup,26,2020-07-10,English,0,117,0
Ladybird Tales of Adventurous Girls,Ladybird,"JacquelineWilson,VanessaKirby",52,2018-09-27,English,4,410,1
Brothers Grimm Fairy Tales Revisited,"JacobGrimm,WilhelmGrimm","UlfBjorklund,KimBjorklund",184,2014-04-21,English,0,333,0
Best Arabian Tales and Stories for Kids,div.,KatieHaigh,127,2016-08-04,English,5,376,1
Rapunzel and Other Tales,"JacobGrimm,WilhelmGrimm,HansChristianAndersen",NickiWhite,46,2016-11-04,English,0,227,0
The School for Good and Evil,SomanChainani,PollyLee,825,2014-09-05,English,5,552,4
The Rumour,AnushkaRavishankar,KonkonaSenSharma,14,2020-03-31,English,4,75,2
Aesop's Fables Reimagined,MikeBennett,AnnaSavva,106,2021-07-27,English,0,379,0
Al negozio di giocattoli antichi,VeronicaMalgioglio,VeronicaMalgioglio,15,2021-03-08,italian,0,75,0
The big fairytale audiobook,AndrewLang,JürgenFritsche,279,2021-07-30,English,0,468,0
Barefoot Helen and the Giants,"AndyJones,CharlieTomlinson,ChrisBrookes",AndyJones,61,2021-07-30,English,0,187,0
His Name Was Walter,EmilyRodda,WendyBos,499,2021-01-08,English,0,797,0
Queen of Darkness,TonyBradman,JuliaBarrie,173,2021-01-08,English,0,615,0
The Three Bears,EDCONPublishing,ImperialPlayers,7,2021-07-27,English,0,164,0
9 bedtime stories for little kids in Chinese Mandarin,"HansChristianAndersen,CharlesPerrault,FrèresGrimm",LucieTengDuvert,125,2018-11-28,mandarin_chinese,0,263,0
Hare and Tortoise Race Across Israel,LauraGehl,BookBuddyDigitalMedia,4,2017-05-16,English,0,164,0
Catwoman: Soulstealer,SarahJ.Maas,JuliaWhelan,600,2018-09-08,English,5,752,1
The Wizard of Oz,L.FrankBaum,KerryShale,222,2008-06-03,English,0,615,0
Jack and the Beanstalk,ImperialPlayers,ImperialPlayers,10,2016-10-18,English,0,164,0
D'Aulaires' Book of Greek Myths,"Ingrid'Aulaire,EdgarParind'Aulaire","PaulNewman,SidneyPoitier,KathleenTurner,",254,2012-11-14,English,4,754,1
Snow White and the Seven Dwarves,BrothersGrimm,KatieHaigh,16,2015-12-17,English,0,187,0
Indra Finds Happiness,DevduttPattanaik,RohiniVij,28,2020-04-08,English,0,301,0
Pinocchio,CarloCollodi,SusanO’Malley,251,2009-05-06,English,0,585,0
Sleeping Beauty,LarryCarney,KaraKimmer,20,2007-12-30,English,0,116,0
Hotel Valhalla Guide to the Norse Worlds,RickRiordan,KieranCulkin,106,2017-05-10,English,4,615,8
Ghost Riders,BarbaraSmith,JaniceRyan,163,2021-02-28,English,0,163,0
Om Nom Stories - Waiter,CarlosBleycher,EkaterinaGerasimets,4,2021-01-03,English,0,23,0
Trollbella Throws a Party,ChrisColfer,ChrisColfer,6,2017-11-07,English,0,500,0
Light Princess,GeorgeMacDonald,VeronicaMurphy,98,2009-01-16,English,0,368,0
The Arabian Nights: Five Famous Tales,uncredited,KatieHaigh,94,2016-02-25,English,5,376,1
Haunted Amusement Parks,RachelAnneCantor,MichaelGillick,5,2020-01-28,English,0,234,0
One True King,SomanChainani,PollyLee,1123,2020-04-06,English,2,493,1
When You Trap a Tiger,TaeKeller,GretaJung,442,2020-01-28,English,5,904,1
The Frog Prince,TheBrothersGrimm,CharlesKing,7,2021-07-19,English,0,152,0
Fiabe per le bambine,ItaloCalvino,BettaCucci,55,2021-07-14,italian,0,190,0
Die zwölf Heldentaten des Herkules,AnnaKindermann,GerhardGabers,48,2021-07-21,german,0,300,0
Fangs for Having Us!,NancyKrulik,TylaCollier,91,2021-07-20,English,0,1172,0
Shadow,KaraSwanson,NatashaSoudek,591,2021-07-13,English,5,891,1
Princess Stories,SubhojitSanyal,DeepikaArwind,23,2018-04-17,English,5,233,2
The Dog and the Wolf,"EricBlair,DianneSilverman",anonymous,2,2022-03-30,English,0,82,0
The Tortoise and the Hare,"MarkWhite,SaraRojoPérez",anonymous,4,2022-03-30,English,0,82,0
The Legend of the Vampire,"OksanaKemarskaya,TerryFlahertyPhD,ThomasKingsleyTroupe",anonymous,5,2022-03-30,English,0,93,0
Chicken Little,"KyleHermanson,ChristianneC.Jones",anonymous,3,2022-03-30,English,0,93,0
Davy Crockett and the Great Mississippi Snag,"CariMeister,PeterGeorge",anonymous,8,2022-03-30,English,0,93,0
"Trust Me, Jack's Beanstalk Stinks!","EricBraun,CristianBernardini",anonymous,7,2022-03-30,English,0,82,0
The Bremen Town Musicians,"EricBlair,BillDickson",anonymous,4,2022-03-29,English,0,93,0
Pandora's Vase,"CariMeister,McLeanKendree",anonymous,10,2022-03-29,English,0,93,0
The Ant and the Grasshopper,"MarkWhite,SaraRojoPérez",anonymous,3,2022-03-29,English,0,82,0
The Goose That Laid the Golden Egg,"MarkWhite,SaraRojoPérez",anonymous,3,2022-03-28,English,0,82,0
Peter Pan,J.M.Barrie,SandraCullum,321,2022-03-30,English,0,478,0
Johnny Slimeseed and the Freaky Forest,StephanieTruePeters,anonymous,12,2022-03-28,English,0,82,0
The Truth About Dragons,"JeffreyEbbeler,TerryFlahertyPhD,ElizabethTucker,",anonymous,6,2022-03-28,English,0,93,0
Pecos Bill Tames a Colossal Cyclone,"EricBraun,LisaK.Weber",anonymous,8,2022-03-26,English,0,93,0
Fiabe di fanciulle fatate,ItaloCalvino,BettaCucci,55,2022-03-30,italian,0,190,0
Mato the Bear and Devil's Tower,"MichaelO'Hearn,RobertaCollier-Morales",anonymous,4,2022-03-24,English,0,93,0
Johnny Appleseed Plants Trees Across the Land,"EricBraun,DustinBurkes-Larrañaga",anonymous,9,2022-03-24,English,0,93,0
Beauty and the Beast,"AmyMuehlenhardt,ChristianneC.Jones",anonymous,4,2022-03-24,English,0,93,0
The Legend of the Zombie,"FrancescaVignaga,ThomasKingsleyTroupe",anonymous,7,2022-03-24,English,0,93,0
The Brave Little Tailor,"EricBlair,DavidShaw",anonymous,5,2022-03-24,English,0,93,0
"Listen, My Bridge Is So Cool!","NancyLoewen,CristianBernardini",anonymous,6,2022-03-24,English,0,82,0
The Little Red Hen,"NatalieMagnuson,ChristianneC.Jones",anonymous,3,2022-03-24,English,0,93,0
Caperucita Roja [Little Red Riding Hood],CharlesPerrault,JosePeciña,9,2022-03-24,spanish,0,21,0
The Truth About Witches,"EricBraun,RobertSquier",anonymous,6,2022-03-24,English,0,93,0
Hansen and Gracie,"OliviaSnowe,MichelleLamoreaux",Anonymous,71,2022-03-24,English,0,211,0
"John Henry, Steel-Drivin' Elf","BenjaminHarper,ÁlexLópez",anonymous,12,2022-03-24,English,0,82,0
"Giv den gas, far!",MarieDuedahl,ThomasJacobClausen,2,2022-03-29,danish,0,32,0
Historietimen 13 - FURESØ - Dødens gab,"HenrikKristensen,KarstenMungoMadsen","PernilleVallentin,NicolajKopernikus,JesperAsholt,",19,2022-03-25,danish,0,99,0
Nisseole på farten,CarlaogVilh.Hansen,JesperBøllehuus,12,2022-03-25,danish,0,32,0
The 13 Clocks,JamesThurber,EdwardWoodward,86,2022-03-24,English,0,351,0
The Forest Bride,ParkerFillmore,ClareStaniforth,22,2022-03-24,English,0,117,0
Cuento musical: Blancanieves y los siete enanitos,HermanosGrimm,ArturoLópez,6,2022-03-24,spanish,0,38,0
"For Real, I Paraded in My Underpants!","NancyLoewen,RussCox-illustrator,ThomasCox",anonymous,7,2022-03-22,English,0,82,0
Beauty and the Basement,"OliviaSnowe,MichelleLamoreaux",anonymous,83,2022-03-22,English,0,211,0
Aladino,autordesconocido,diversosnarradores,30,2022-03-23,spanish,0,38,0
Caperucita roja,CharlesPerrault,diversosnarradores,37,2022-03-23,spanish,0,38,0
"Thumbelina, Wrestling Champ","AlbertoRayo,ÁlexLópez",anonymous,14,2022-03-16,English,0,82,0
Dandelion and the Witch,"OliviaSnowe,MichelleLamoreaux",anonymous,89,2022-03-16,English,0,211,0
The Glass Voice,"OliviaSnowe,MichelleLamoreaux",anonymous,87,2022-03-16,English,0,211,0
Rescue in the Bermuda Triangle,"MarcTylerNobleman,JoeStaton,TodSmith,",anonymous,17,2022-03-15,English,0,93,0
A to Z Mysteries Super Edition 4: Sleepy Hollow Sleepover,RonRoy,DavidPittu,102,2022-03-15,English,0,402,0
Just One Paisa,NadineD’souza,RahulDravid,13,2020-03-31,English,5,75,1
An Identity Card for Krishna,DevduttPattanaik,RohiniVij,23,2020-04-08,English,5,301,2
101 Fairy Tales Book,DreamlandPublications,NinaJehangir,129,2020-10-06,English,0,233,0
"Julie Andrews' Collection of Poems, Songs, and Lullabies","EmmaWaltonHamilton,JulieAndrews","JulieAndrews,EmmaWaltonHamilton",116,2009-06-10,English,5,500,1
Aesop's Fables (AmazonClassics Edition),Aesop,ScottMerriman,273,2019-04-23,English,4,167,2
Call of the Sound Dragon,TraceyWest,EmilyEllet,48,2021-06-04,English,0,164,0
Good as Gold,SarahMlynowski,EmilyEiden,208,2021-06-04,English,0,445,0
Sleeping Beauty,Child'sPlay,Child'sPlay,7,2021-04-29,English,0,140,0
Jack and the beanstalk,AndrewLang,JürgenFritsche,26,2021-05-04,English,0,99,0
Sleeping Beauty (Dramatized),CharlesPerrault,"BarbaraRosenblat,GeorgiaLeeSchultz,fullcast",90,2020-11-17,English,0,468,0
Puppy's Scary Halloween and Other Spooky Stories,"HighlightsforChildren,LoisJ.Szymanski,PeterMcCleery,",HighlightsforChildren,14,2018-07-19,English,0,93,0
Why Mosquitoes Buzz in People's Ears,BobbyNorfolk,BobbyNorfolk,62,2006-05-10,English,0,266,0
A Twist of Tales,JuliaDonaldson,HelenKeeley,21,2017-07-09,English,0,201,0
Los cuentos de Beedle el bardo [The Tales of Beedle the Bard],"J.K.Rowling,GemmaRoviraRoviraOrtega","EdsonFerrero,JosePosada,LeonorWatling,",99,2021-08-07,spanish,0,652,0
アンデルセン童話集　その2,YellowBirdProject,"田中嶋健司,握☆飯太郎,福田純,",72,2021-07-13,japanese,0,279,0
日本の昔話集　その2,YellowBirdProject,"田中嶋健司,握☆飯太郎,福田純,",59,2021-07-13,japanese,0,251,0
グリム童話集　その2,YellowBirdProject,"田中嶋健司,握☆飯太郎,福田純,",67,2021-07-13,japanese,0,279,0
世界の文学作家集　その2,YellowBirdProject,"田中嶋健司,握☆飯太郎,福田純,",72,2021-07-13,japanese,0,279,0
33 Geschichten & Märchen - von Klassisch bis Kurios!,AlexandraKampmeier,AlexandraKampmeier,255,2021-02-07,german,0,334,0
"Dziewczynka, która chodziła we śnie cz.1 [The Girl Who Was Walking in a Dream, Part 1]",IwonaBrylińska,MateuszLisiecki,22,2021-06-23,polish,0,154,0
"Słowik cz.2 [Nightingale, Part 2]",HansChrystianAndersen,PawełSzczęsny,13,2021-06-22,polish,0,154,0
Wędrówki Celinki do zaczarowanych krajów [Celinka's Wanderings to Enchanted Countries],MariaJuliaZaleska,KasiaŁaska,23,2021-06-22,polish,0,154,0
Purple Schulz liest Grimms Märchen 1,BrüderGrimm,PurpleSchulz,54,2021-06-21,german,0,166,0
Białośnieżka (Polish Edition),BolesławLondyński,KarolinaMuszalak-Buława,25,2021-06-21,polish,0,154,0
Wydeptane trzewiki [Well-Worn Shoes],BolesławLondyński,CezaryKwieciński,11,2021-06-21,polish,0,154,0
Złota przędza cz. 2 [Golden Yarn 2],AntoninaDomańska,CezaryKwieciński,21,2021-06-21,polish,0,154,0
Die schönsten Märchen,WilhelmHauff,"MichaelMendl,MichaelTregor",79,2021-06-21,german,0,166,0
Die schönsten Märchen,HansChristianAndersen,"StefanWilkening,MichaelMendl,FelixvonManteuffel,",234,2021-06-21,german,0,300,0
The Fairytale Hairdresser Complete Audio Collection,AbieLongstaff,JessieCave,108,2021-08-07,English,0,410,0
Die schönsten Märchen 1,BrüderGrimm,SilviaKemper,309,2021-06-19,german,0,535,0
Le Bonhomme de pain d'épices,auteurinconnu,WilliamFosse,5,2021-09-06,french,0,74,0
Jaś i Małgosia [Jaś and Małgosia],"WilhelmLudwigGrimm,JacobKarlGrimm",AnnaApostolakis,18,2021-06-23,polish,0,154,0
Stoliczku nakryj się [Cover Your Little Table],"WilhelmLudwigGrimm,JacobKarlGrimm",AnnaApostolakis,23,2021-06-23,polish,0,154,0
"Dziewczynka, która chodziła we śnie cz.2 [The Girl Who Was Walking in a Dream, Part 2",IwonaBrylińska,MateuszLisiecki,25,2021-06-23,polish,0,154,0
Niezwykłe przygody Kacpra i Bibusia [The Amazing Adventures of Kacper and Bibuś],MariaBuyno-Arctowa,MagdaKizinkiewicz,26,2021-06-22,polish,0,154,0
Lalka dobrze wychowana [A Well-Mannered Doll],BerthaSchumann,KasiaŁaska,22,2021-06-22,polish,0,154,0
"Słowik cz.1 [Nightingale, Part 1]",HansChrystianAndersen,PawełSzczęsny,17,2021-06-23,polish,0,154,0
"Przygody ciekawskiej Jadzi i innych dzieciaków cz.1 [The Adventures of the Curious Jadzia and Other Kids, Part 1]",MariaWeryho,KarolinaMuszalak-Buława,17,2021-06-21,polish,0,154,0
Len (Polish Edition),HansChrystianAndersen,CezaryKwieciński,14,2021-06-21,polish,0,154,0
"Księżniczka Solniczka cz.2 [Princess Solniczka, Part 2]",IwonaBrylińska,KasiaŁaska,18,2021-06-22,polish,0,154,0
"Księżniczka Solniczka cz.1 [Princess Solniczka, Part 1]",IwonaBrylińska,KasiaŁaska,24,2021-06-22,polish,0,154,0
"Czarownik ptaków cz.2 [Bird Wizard, Part 2]",TomaszKalita,PawełSzczęsny,15,2021-06-21,polish,0,154,0
Król Bartek [King Bartek],KazimierzGliński,KasiaŁaska,14,2021-06-21,polish,0,154,0
"Sprawiedliwa rózga cz. 2 [The Righteous Rod, Book 2]",BolesławLondyński,JarosławBoberek,16,2021-06-21,polish,0,154,0
Żaba [Frog],KazimierzGliński,ŁukaszTalik,24,2021-06-21,polish,0,154,0
"Leśne opowieści cz. 1 [Forest Tales, Part 1]",MariaWeryho,KarolinaMuszalak-Buława,15,2021-06-21,polish,0,154,0
Krasnoludek [Krasnoludek],HansChrystianAndersen,AgataGawrońskaBauman,13,2021-06-21,polish,0,154,0
Białośnieżka i Różanka [Białośnieżka and Różanka],"WilhelmLudwigGrimm,JacobKarlGrimm",JoannaWęgrzynowska,11,2021-06-21,polish,0,154,0
Julka Pająk i atrakcje [Julka Pająk and Attractions],TomaszKalita,AgataGawrońskaBauman,28,2021-06-21,polish,0,154,0
Bąk i piłka [Bit and Ball],HansChrystianAndersen,MałgorzataMatuszewska,6,2021-06-21,polish,0,154,0
Złota przędza cz. 1 [Golden Yarn 1],AntoninaDomańska,CezaryKwieciński,20,2021-06-21,polish,0,154,0
Wieszczka okruszyn [The Crumbs Prophetess],MariaJuliaZaleska,KarolinaMuszalak-Buława,10,2021-06-21,polish,0,154,0
"Syrena cz.2 [Mermaid, Part 2]",HansChrystianAndersen,JoannaWęgrzynowska,28,2021-06-21,polish,0,154,0
Ropucha (Polish Edition),HansChrystianAndersen,CezaryKwieciński,22,2021-06-21,polish,0,154,0
50 Märchen aus aller Welt - Das Märchen Hörbuch 2,div.,JürgenFritsche,493,2021-06-19,german,0,334,0
